search_type,username,retweet_count,created_at,favourite_count,hashtags,tweet_id,text,location,to,mined_at,quote_username 
username,People_TCS,9,01/01/2020 04:20:59,40,#HappyNewYear2020,1212227190718226435,We look forward to growing and innovating further in the next decade! TCS wishes everyone a #HappyNewYear2020!,,,24/08/2020 21:33:46,
username,TataCompanies,38,30/07/2020 14:17:15,283,#JourneyOfJeh #ThisIsTata,1288841087360987140,Your words made our celebration of the #JourneyOfJeh even more sweeter. Thank you for sharing such wonderful messages. #ThisIsTata,,,24/08/2020 21:34:09,
username,TataCompanies,124,29/07/2020 07:07:33,1181,#JRDTata #JourneyOfJeh #ThisIsTata,1288370562507702274,"On the 116th birth anniversary of #JRDTata, N. Chandrasekaran, Chairman of Tata Sons, offers his tribute to the legend at the iconic Bombay House. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,115,29/07/2020 05:01:11,625,#JourneyOfJeh #ThisisTata,1288338761000996866,"JRD 'Jeh' Tata was a man who never stopped giving. To celebrate his 116th birth anniversary, we’re giving you his penmanship. Presenting the ‘Jeh Font’, a typeface inspired from his handwriting. Click here to download now: http://bit.ly/2DbVtrJ #JourneyOfJeh #ThisisTata",,,24/08/2020 21:34:09,
username,TataCompanies,10,28/07/2020 18:43:32,72,,1288183324549120000,@TataChemicals @TataMotors @myvoltas @TCS @TitanCompanyLtd @NCPAMumbai @JaagoRe,,,24/08/2020 21:34:09,@TataChemicals @TataMotors @myvoltas @TCS @TitanCompanyLtd @NCPAMumbai @JaagoRe
username,TataCompanies,610,28/07/2020 18:31:00,3286,#JourneyOfJeh #ThisIsTata,1288180169451229186,"JRD 'Jeh' Tata was a leader, visionary and left an imprint on all our lives. Join us today in celebrating his 116th birth anniversary. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,64,28/07/2020 05:05:50,419,#JourneyOfJeh #ThisIsTata,1287977544684249088,"Jeh took the Tata group from good to great. Before he retired as the Chairman, he saw Tata Steel, Tata Motors & Tata Chemicals reach the top 10 list of companies of India. In 1992, he was also awarded the Bharat Ratna and the UN Population Award. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,67,27/07/2020 05:06:49,461,#JourneyOfJeh #ThisIsTata,1287615404609683458,"1982 marked the 50th anniversary of the first flight from Karachi to Mumbai. Jeh commemorated this by taking to the skies yet again! In 1984, he set up Titan Company Ltd. which produced good quality watches and eradicated the market for smuggled watches. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,66,26/07/2020 04:58:03,518,#JourneyOfJeh #ThisIsTata,1287250808791109634,"If he could, Jeh would’ve probably spent his 24 hours up in the sky. Though he couldn’t pursue the career of being an aviator, he served as an advisor to the Indian Air Force from time to time. He earned the rank of honorary Air Vice-Marshal in 1974. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,65,25/07/2020 05:05:26,454,#JourneyOfJeh #ThisIsTata,1286890280268910592,"Always ahead of the time, Jeh set up @TCS, way before anyone had even heard of computers in India! His forward thinking mindset made him set up the Tata Management Training Centre &amp; the National Centre for Performing Arts in this decade. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,@TCS
username,TataCompanies,46,24/07/2020 09:58:15,266,#JourneyOfJeh #ThisIsTata,1286601582029623298,"Being the visionary that Jeh was, he decided to create a private sector equivalent to the Indian Administrative Services. He called it the Tata Administrative Services. During this decade, he also expanded the group’s portfolio to include Voltas in 1954. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,47,24/07/2020 04:49:44,348,#JourneyOfJeh #ThisIsTata,1286523940773519361,"War and colonisation didn’t deter Jeh. The 1940s saw Jeh set up and grow Tata Chemicals, Tata Motors, and Air India International. In 1941, he decided to set up Asia’s first cancer hospital, the Tata Memorial Centre for Cancer, Research and Treatment. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,86,23/07/2020 05:42:20,485,#JourneyOfJeh #ThisIsTata,1286174788713512960,"A chairman, an aviator & India’s 1st private pilot licence holder, Jeh gave wings to India’s civil aviation industry with the inauguration of Tata Airlines in 1932. Soon, he took over as the youngest chairman of Tata Sons in 1938, & thus began a new era. #JourneyOfJeh #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,42,22/07/2020 05:50:39,220,#ThisIsTata,1285814495076470784,"Through the past few months we've come together as a group to be each other's strength and fight the COVID-19 pandemic. N. Chandrasekaran, Chairman of Tata Sons, shares his thoughts. #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,0,21/07/2020 11:04:35,0,,1285531109405732864,"Hi Muskan, this is a fake offer letter. We do not charge money for conducting a job interview, issuing an offer letter or any other hiring process. Please read this Job Disclaimer for more information -",,khetwanimuskan,24/08/2020 21:34:09,
username,TataCompanies,0,21/07/2020 05:16:09,1,,1285443422652977153,"Hi Narendra, we do not charge a fee for job hiring. Please refer to the Job Disclaimer on our website https://www.tata.com/careers/job-disclaimer-notification for more information.",,Kumar_narendra8,24/08/2020 21:34:09,
username,TataCompanies,0,21/07/2020 05:15:23,0,,1285443230637719554,Thank you for notifying us. Please refer to the Job Disclaimer on our website https://www.tata.com/careers/job-disclaimer-notification for more information.,,therich_brahmin,24/08/2020 21:34:09,
username,TataCompanies,26,20/07/2020 04:42:24,244,#ThisIsTata,1285072542269501441,"Read how @TataTrusts is empowering 200 villages in Rajasthan through their water, sanitation and hygiene (WASH) programme. #ThisIsTata",,,24/08/2020 21:34:09,@tatatrusts
username,TataCompanies,0,17/07/2020 12:04:07,0,#NewNormal,1284096543382011904,"That’s right, Vaibhav. And do keep following these rules as we adapt to the #NewNormal. ",,VaibhavSorathi5,24/08/2020 21:34:09,
username,TataCompanies,0,17/07/2020 07:05:45,3,,1284021455517253633,"That’s correct, Parth! And we hope you keep practising them at all times. ",,_iamparth,24/08/2020 21:34:09,
username,TataCompanies,0,17/07/2020 07:04:49,2,,1284021221626175488,"You got it right, Riya ! Hope you’ll remember to practise the messages you’ve decoded today. ",,RIYAPORWAL9,24/08/2020 21:34:09,
username,TataCompanies,31,17/07/2020 04:59:46,206,#WorldEmojiDay #ThisIsTata,1283989749242322945,Emojis allow us to express more than words. Encoded in these emojis are some important tips for staying safe while we adapt to the new normal. Decode the message and share your answers with us. #WorldEmojiDay #ThisIsTata,,,24/08/2020 21:34:09,
username,TataCompanies,38,16/07/2020 04:30:00,259,#ThursdayThoughts #ThisIsTata,1283619871104753664,The diligence of today holds significance tomorrow. #ThursdayThoughts #ThisIsTata,,,24/08/2020 21:34:09,
username,TataCompanies,45,13/07/2020 04:29:05,274,#ThisIsTata,1282532479140651008,"We’re transitioning into the new normal by following the @WHO safety guidelines, providing our passengers with safety kits and contactless service. Our aircrafts are equipped with HEPA filtration system which eliminates 99.9% of airborne contaminants. #ThisIsTata @AirAsiaIndian",,,24/08/2020 21:34:09,@WHO @AirAsiaIndian
username,TataCompanies,63,11/07/2020 04:30:00,489,#WorldPopulationDay #ThisIsTata,1281807931973959680,"Today while the world celebrates 25 years of the UN's International Conference of Population and Development, we also look back on JRD Tata's vision to establish the Family Planning Foundation of India in 1970, way ahead of its time. #WorldPopulationDay #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,11,10/07/2020 04:27:48,101,#ThisIsTata,1281444990292385797,"Together, communities can bring change. @TataTrusts' childcare centres, Anganwadis, are training people, uniting communities and involving them in important conversations about nutrition. #ThisIsTata",,,24/08/2020 21:34:09,@tatatrusts
username,TataCompanies,21,08/07/2020 05:59:09,152,#ThisIsTata,1280743202052399109,Making electronics sustainable is our new normal. Our approach helps recover 90% of valuable metals in the form of salts from e-waste and reduces the overall carbon footprint. #ThisIsTata,,,24/08/2020 21:34:09,
username,TataCompanies,81,07/07/2020 04:02:44,528,#ThisIsTata,1280351519146049536,"Fighting the pandemic is tough, but we are made of steel. We have added to the Indian healthcare infrastructure by manufacturing the country’s first-ever Fibre Reinforced Polymer quarantine units which also is a cost-effective, mass producing solution for the future. #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,37,04/07/2020 05:00:00,304,#NewNormal #ThisIsTata,1279278767840440323,"As we slowly settle into the #NewNormal, our @tajhotels are set to welcome back guests with additional safety, hygiene and physical distancing standards. Know more: https://bit.ly/2VK0Vbs #ThisIsTata",,,24/08/2020 21:34:09,@TajHotels
username,TataCompanies,57,01/07/2020 05:19:03,267,#ThisIsTata #NationalDoctorsDay #DoctorsDay2020,1278196398811312128,"Let’s take a moment to thank our doctors for their incredible service, and resolve to make basic lifestyle changes that can help lighten their load. #ThisIsTata #NationalDoctorsDay #DoctorsDay2020",,,24/08/2020 21:34:09,
username,TataCompanies,35,29/06/2020 04:30:00,192,#ThisIsTata,1277459276865421312,"We’re driving into the new normal at full speed. Our @TataMotors plants are operational and equipped with contact-free sanitiser dispensers, a digital employee health tracker, social distancing on the shop floor and several other precautionary measures. #ThisIsTata",,,24/08/2020 21:34:09,@TataMotors
username,TataCompanies,23,26/06/2020 04:59:58,129,#ThisIsTata,1276379656862658563,"Through the Antaran Transforming Crafts initiative, Tata Trusts is educating artisans to help them enhance their design and business skills, and offering them a platform to connect with consumers across India. Know more: http://antaranartisanconnect.in #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,38,24/06/2020 04:44:58,256,#VandeBharatMission #ThisIsTata,1275651104668344321,"We got to play a tiny part in reuniting Indians with their loved ones under the #VandeBharatMission. By arranging two special repatriation flights from Singapore to India, we brought back 287 stranded citizens. #ThisIsTata @airvistara",,,24/08/2020 21:34:09,@airvistara
username,TataCompanies,31,23/06/2020 11:02:26,170,#ThisIsTata,1275383709751889921,"Wonder how @TataTeleBiz has been working relentlessly to keep India connected? Thanks to our colleagues, who are geared with face masks, disinfectants &amp; in compliance with the new safety rules in offices, and those using innovative digital solutions to work from home. #ThisIsTata",,,24/08/2020 21:34:09,@TataTeleBiz
username,TataCompanies,22,21/06/2020 04:34:09,146,#InternationalYogaDay #ThisIsTata #InternationalDayOfYoga2020,1274561220813615105,The benefits of yoga are countless. So this #InternationalYogaDay we’ve reimagined this practice to easily flow into our new normal world. Practise these 'New Normal Asanas' and share your photo tagging us. #ThisIsTata #InternationalDayOfYoga2020,,,24/08/2020 21:34:09,
username,TataCompanies,32,20/06/2020 05:30:00,150,#ThisIsTata #PrideMonth,1274212885057597441,With great pride comes great responsibility! It has always been our priority to create a safe and inclusive space for all our LGBTQ+ employees. Know more about our initiatives: https://bit.ly/2Bh7omZ #ThisIsTata #PrideMonth,,,24/08/2020 21:34:09,
username,TataCompanies,24,18/06/2020 06:52:09,152,#ThisIsTata,1273508783382126593,New normal equals newer solutions. We've launched UV Light-based surface disinfectant solutions along with air & duct disinfectant solutions for AC’s to help immediate & long-term safety needs at shared spaces. https://bit.ly/2zGeroL #ThisIsTata @myvoltas,,,24/08/2020 21:34:09,@myvoltas
username,TataCompanies,37,16/06/2020 06:23:28,239,#NewNormal #ThisIsTata,1272776788658118656,"The #NewNormal is now boarding. We are taking extreme precautionary measures to ensure the safety of all flyers, training the staff for emergency Covid-19 situations, and disinfecting our aircrafts. All this to give you a smooth and safe travel experience. #ThisIsTata @airvistara",,,24/08/2020 21:34:09,@airvistara
username,TataCompanies,31,11/06/2020 04:45:00,214,#ThisIsTata #IndiaFightsCorona,1270940070065795072,Our zealous employees are what keep us going. We appreciate them for staying strong in this fight and building our hopes up as we begin our journey into the new normal. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,21,10/06/2020 04:57:28,130,#ThisIsTata #IndiaFightsCorona,1270580821317914624,"Hope is what we lean on to lead us through difficult times. Through our helplines, we’ve been making efforts to reach out to people facing psychological distress caused by this pandemic and help ease out their struggles. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,32,09/06/2020 04:43:44,252,#COVID #ThisIsTata #IndiaFightsCorona,1270214975777202176,"Tough times call for innovative methods. Using artificial intelligence, we are accelerating the process of finding a cure for #COVID-19 and partnering with @CSIR_IND for further research. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,@CSIR_IND
username,TataCompanies,43,07/06/2020 05:39:19,224,#ThisIsTata #IndiaFightsCorona,1269504190297956354,"20 seconds is all it takes to keep you healthy and germ-free. So, let’s be aware and wash with care. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,24,05/06/2020 08:59:42,111,#ThisIsTata #WorldEnvironmentDay,1268829842096549888,"Interdependence and co-existence, that's how the web of life works. Watch this video to learn more about the intricacies of our ecosystem. #ThisIsTata #WorldEnvironmentDay",,,24/08/2020 21:34:09,
username,TataCompanies,58,05/06/2020 05:07:43,329,#WorldEnvironmentDay #ThisIsTata,1268771459905646592,"Through the course of this pandemic, we’ve seen nature breathe. This #WorldEnvironmentDay we need to take a step back and consciously change our actions to learn to co-exist with nature. #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,36,04/06/2020 04:40:52,228,#ThisIsTata #IndiaFightsCorona,1268402314693365760,We’re supporting the country’s fight by supporting those affected by COVID-19. We have helped in the procurement and manufacturing of ventilators to equip our healthcare workers at the frontline. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,20,03/06/2020 12:31:07,161,#ThisIsTata #IndiaFightsCorona,1268158270797045760,"Our companies stand united amidst the pandemic and together, we are tackling COVID-19 in every way we can. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,79,03/06/2020 04:29:05,426,#ThisIsTata,1268036963648417792,We’re humbled to be named India’s most valuable Indian brand yet again by the @BrandFinance India 100 2020 Report. We’re equally proud to share it with some of our group companies. http://bitly.ws/8GzZ #ThisIsTata,,,24/08/2020 21:34:09,@BrandFinance
username,TataCompanies,27,02/06/2020 12:30:00,185,#ThisIsTata #IndiaFightsCorona,1267795601065865217,"We are in this fight together. Through our many partnerships, we are progressing to make COVID-19 testing rapid and accessible. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,18,02/06/2020 06:35:50,123,#ThisIsTata #IndiaFightsCorona,1267706473351573504,Here’s a gentle reminder to embrace social distancing as a part of the new normal when you step out into the post lockdown world. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,25,01/06/2020 12:30:00,164,#ThisIsTata #IndiaFightsCorona,1267433213137477633,"Our ongoing COVID-19 relief efforts are trying to ensure that even the remotest parts of rural India are supplied with the necessary essentials, from food to finance. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,50,01/06/2020 05:17:35,268,#TDTY #ThisIsTata #IndiaFightsCorona,1267324391852916736,"#TDTY in 1945, JRD Tata and Dr. Homi Bhabha set up the Tata Institute of Fundamental Research to build India’s scientific infrastructure. Today, it’s helping us bolster the fight against COVID-19. https://bit.ly/2MeEdmT #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,20,31/05/2020 12:08:53,156,#ThisIsTata #IndiaFightsCorona,1267065511063375872,"In these unprecedented times, we quarantine alone, to emerge stronger together. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,24,31/05/2020 05:15:00,255,#ThisIsTata #IndiaFightsCorona,1266961352997900289,We're flying in hope from across borders to strengthen the fight. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,40,30/05/2020 12:47:59,284,#ThisIsTata #IndiaFightsCorona,1266712963857039360,"Putting prevention first, we are distributing PPE kits to the frontline workers who are keeping us safe and well at all times. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,24,30/05/2020 05:41:51,182,#ThisIsTata #IndiaFightsCorona,1266605721887506432,"We’ve continued to ensure that despite the pandemic, you always have access to your favourite products from the safety of your home. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,9,29/05/2020 05:23:26,102,#ThisIsTata #IndiaFightsCorona,1266238698749718532,Through our COVID-19 relief initiatives we’ve been building the numbers that build our hope. https://bit.ly/2ZKj9MN #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,41,28/05/2020 13:01:40,326,#ThisIsTata #IndiaFightsCorona,1265991632458878978,"We are supporting those in essential services, the underprivileged and daily wage earners with meals and food supplies. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,15,28/05/2020 05:28:17,130,#ThisIsTata #IndiaFightsCorona,1265877533293031425,"We may be under lockdown, but hope brings us together and keeps us fighting stronger. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,19,27/05/2020 11:59:38,140,#ThisIsTata #IndiaFightsCorona,1265613631795851265,"The tiniest acts of kindness can make a huge difference. While staying safe yourself, make sure you check up on your elderly neighbours too. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,17,27/05/2020 05:04:13,197,#ThisIsTata #IndiaFightsCorona,1265509088013758465,"From meals to medical supplies, we’ve brought in our air support to deliver hope across the country. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,20,26/05/2020 05:29:35,189,#ThisIsTata #IndiaFightsCorona,1265153086793764870,Staying isolated isn't easy but we're all in this together. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,41,25/05/2020 11:00:38,220,#ThisIsTata #IndiaFightsCorona,1264874010489221120,"We salute our healthcare workers for leading the charge in this fight, and are extending our support by providing them with warm meals, setting up centres and procuring necessary medical equipment. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,38,25/05/2020 06:36:34,282,#ThisIsTata #IndiaFightsCorona,1264807554586079232,We’re procuring gloves and face masks to ensure there is a steady supply available across the country. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,20,24/05/2020 07:00:39,162,#FlattenTheCurve #ThisIsTata #IndiaFightsCorona,1264451225455456263,"We’re endeavouring to #FlattenTheCurve, one initiative at a time. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,29,23/05/2020 05:49:46,203,#ThisIsTata #IndiaFightsCorona,1264070999877677056,"Nothing can stop your right to education, not even a pandemic. Through various online learning tools, we are ensuring that there’s no break in education. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,68,22/05/2020 11:31:59,455,#ThisIsTata #IndiaFightsCorona,1263794732288770048,We’ve produced and distributed over 1.8 million litres of disinfectant and around 1.8 lakh litres of hand sanitizers across India. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,23,22/05/2020 05:00:53,120,#ThisIsTata #IndiaFightsCorona,1263696312458866688,"Through helpline numbers, digital modules and volunteer work, we are reaching out to the vulnerable members of the community and educating them on the crisis at hand. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,49,21/05/2020 11:34:38,413,#ThisIsTata #IndiaFightsCorona,1263433012856807424,"We are working towards setting up quarantine and isolation facilities across India with over 2,000 beds. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,17,21/05/2020 08:05:55,146,#ThisIsTata #IndiaFightsCorona,1263380488204369921,Our awareness campaigns carried out by Tata Trusts and several Tata companies have reached millions of people across India. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,15,21/05/2020 06:56:13,101,#ThisIsTata #IndiaFightsCorona,1263362947822149634,"Here's a look at every little effort that has willed us to fight on, together as one. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,55,19/05/2020 10:12:18,343,#InTheNews #ThisIsTata,1262687518526525440,#InTheNews @TataConsumer to acquire PepsiCo’s stake in NourishCo Beverages as it moves to build a strong play in the packaged beverages market. #ThisIsTata,,,24/08/2020 21:34:09,@TataConsumer
username,TataCompanies,35,17/05/2020 05:30:00,189,#ICYMI #ThisIsTata,1261891698185158656,#ICYMI here are all our latest updates! #ThisIsTata @TataConsumer @TataTrusts @TataPower @TCS,,,24/08/2020 21:34:09,@TataConsumer @tatatrusts @TataPower @TCS
username,TataCompanies,70,12/05/2020 08:24:13,381,#InternationalNursesDay #ThisIsTata #COVID,1260123602822680577,Thanking our healthcare workers for their constant support. #InternationalNursesDay #ThisIsTata #COVIDー19,,,24/08/2020 21:34:09,
username,TataCompanies,25,11/05/2020 08:34:21,205,#ThisIsTata,1259763765232336896,"During this difficult time, we continue to support efforts to ease out the struggles caused by COVID-19. #ThisIsTata",,,24/08/2020 21:34:09,
username,TataCompanies,46,08/05/2020 06:13:53,214,#ThisIsTata #IndiaFightsCorona,1258641250661498880,The fight goes on and so does our support! #ThisIsTata #IndiaFightsCorona @TataChemicals,,,24/08/2020 21:34:09,@TataChemicals
username,TataCompanies,71,06/05/2020 05:00:00,400,#IndiaFightsCorona #ThisIsTata,1257897882826334212,"As #IndiaFightsCorona we’re ensuring there is no shortage of medical supplies, essential goods and hope across the country. #ThisIsTata @airvistara",,,24/08/2020 21:34:09,@airvistara
username,TataCompanies,26,04/05/2020 05:49:26,210,#ThisIsTata #IndiaFightsCorona,1257185546247364611,"Even during this difficult time, a cup of tea can bring us together. #ThisIsTata #IndiaFightsCorona @TataChaIndia",,,24/08/2020 21:34:09,@TataChaIndia
username,TataCompanies,51,01/05/2020 04:30:00,183,#ThisIsTata #BeResponsibleBeAtHome,1256078392614547456,"Misinformation can spread like wildfire, but @TataTrusts is putting a stop to it and further boosting our fight. #ThisIsTata #BeResponsibleBeAtHome",,,24/08/2020 21:34:09,@tatatrusts
username,TataCompanies,34,29/04/2020 09:05:22,152,#ThisIsTata #IndiaFightsCorona,1255422916474408961,Focusing on health and safety is our best defence against COVID-19 and we’re supporting in the best way possible. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,41,27/04/2020 12:35:55,185,#ThisIsTata #IndiaFightsCorona,1254751128610172928,"The fight against COVID-19 is tough, but we’re tougher. Our @TataPower team is doing its best to help ease out this difficult time. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,@TataPower
username,TataCompanies,57,26/04/2020 05:09:25,247,#COVID #ThisIsTata #IndiaFightsCorona,1254276374115713024,We’re strengthening our fight against #COVIDー19 by setting up a robust healthcare infrastructure. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,32,24/04/2020 13:30:00,143,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1253677573961404419,These #NumbersOfHope strengthen our fight with each passing day. Watch the full video http://bit.ly/2VyzIJo #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,42,24/04/2020 10:51:24,245,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1253637659278241793,"These are testing times and with these rising #NumbersOfHope, we’re fighting the battle against COVID-19 on the front foot. Watch the full video http://bit.ly/2VyzIJo #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,28,24/04/2020 06:01:59,131,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1253564826204303360,There’s hope in safety and these #NumbersOfHope keep rising every day. Watch the full video http://bit.ly/2VyzIJo #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,56,23/04/2020 15:55:49,259,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1253351880966709249,"Hope keeps us fighting on. As these #NumbersOfHope rise, so do the meals. Watch the full video https://bit.ly/2VyzIJo #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,30,23/04/2020 14:36:17,199,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1253331867794722818,A little support for our healthcare system and a little hope for the rest of the country. These #NumbersOfHope keep us going. Watch the full video https://bit.ly/2VyzIJo #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,266,22/04/2020 05:26:52,762,#NumbersOfHope #ThisIsTata #IndiaFightsCorona,1252831212000829442,Hope makes us strong and these #NumbersOfHope make us stronger. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,14,21/04/2020 12:30:48,96,#COVID #ThisIsTata #IndiaFightsCorona,1252575510409826304,"Pandemic or not, learning goes on! Hear what the head of @TCS_iON, Venguswamy Ramaswamy, has to say about education during the #COVIDー19 crisis. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,@TCS_iON
username,TataCompanies,32,21/04/2020 06:00:14,158,#ThisIsTata #IndiaFightsCorona,1252477221966471173,There can be no lockdown on learning with our virtual learning platform. #ThisIsTata #IndiaFightsCorona https://learning.tcsionhub.in/hub/glass-room/,,,24/08/2020 21:34:09,
username,TataCompanies,23,19/04/2020 11:58:28,174,#ThisIsTata #IndiaFightsCorona,1251842600983658501,"We might be socially distanced from you, but our service is closer than you think. #ThisIsTata #IndiaFightsCorona https://bit.ly/3exYpgn",,,24/08/2020 21:34:09,
username,TataCompanies,64,19/04/2020 04:28:28,484,#ThisIsTata #IndiaFightsCorona,1251729352410066946,"While businesses have come to a standstill, we’re trying our best to keep the country running. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,31,18/04/2020 10:31:56,200,#ThisIsTata #IndiaFightsCorona,1251458435163369473,"In the battle against this pandemic, we’re only getting stronger. The work done by our Tata Steel Foundation team has extensively helped the community in and around our plants. #ThisIsTata #IndiaFightsCorona @TataSteelLtd",,,24/08/2020 21:34:09,@TataSteelLtd
username,TataCompanies,75,18/04/2020 04:36:35,445,#COVID #ThisIsTata #IndiaFightsCorona,1251369010161016833,Staying ahead of the curve by boosting medical services during #COVIDー19. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
username,TataCompanies,65,17/04/2020 14:09:43,436,#ThisIsTata #IndiaFightsCorona,1251150853475405825,"We’re teaming up! Through our partnerships and distribution solutions, we’re tackling this pandemic head-on. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,30,17/04/2020 07:14:45,216,#ThisIsTata #IndiaFightsCorona,1251046426257190913,"We are in this together, is our motto too. #ThisIsTata #IndiaFightsCorona @TataConsumer",,,24/08/2020 21:34:09,@TataConsumer
username,TataCompanies,70,16/04/2020 06:19:34,551,#Covid #ThisIsTata #IndiaFightsCorona,1250670150631620608,.@airvistara and @tajhotels have come together to provide relief for the ongoing #Covid-19. Together we are stronger. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,@airvistara @TajHotels
username,TataCompanies,25,15/04/2020 11:08:57,158,#ThisIsTata #IndiaFightsCorona,1250380588315336705,"Adopting good health practices and social distancing is our strongest defence, and we need to spread the word at every level possible. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,58,15/04/2020 08:55:25,377,#ThisIsTata #IndiaFightsCorona,1250346983937593345,"We need each other's support now more than ever, and we’re standing by the truck drivers in their hour of need. #ThisIsTata #IndiaFightsCorona",,,24/08/2020 21:34:09,
username,TataCompanies,37,15/04/2020 05:51:40,276,#ThisIsTata #IndiaFightsCorona,1250300740423151616,Every little bit matters in our fight against the pandemic. #ThisIsTata #IndiaFightsCorona @TataMotors,,,24/08/2020 21:34:09,@TataMotors
username,TataCompanies,55,14/04/2020 11:24:38,368,#ThisIsTata #IndiaFightsCorona,1250022145880539137,Clean hands are safe hands and we are producing WHO-recommended hand sanitizers to help us fight this pandemic head on. #ThisIsTata #IndiaFightsCorona,,,24/08/2020 21:34:09,
